year,month,date,0,1,2,3,4,5,6,7,8,9,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y
2018,4,29,598,0,61,105,748,754,560,1001,547,188,646,788,616,308,364,909,320,146,98,236,456,371,714,108,831,1556,908,29,987,514,2000,1565,267,117,38
2018,4,3,428,0,29,80,342,306,227,533,292,68,587,411,362,228,229,578,165,80,14,128,177,190,337,70,488,1537,765,31,716,29,1898,1686,415,19,40
2018,4,30,523,0,91,99,474,580,949,803,548,156,528,696,586,263,389,831,295,172,131,241,429,279,647,151,764,1284,868,22,797,43,1934,1554,173,41,38
2018,4,4,480,0,29,79,322,344,159,448,287,44,534,491,406,181,205,616,149,71,471,3,148,143,276,35,583,1234,610,55,723,60,2143,1714,164,12,36
2018,4,5,413,0,19,46,230,317,181,413,234,80,582,505,353,187,166,508,179,74,523,149,167,164,300,55,468,1292,639,37,676,74,1883,1548,368,31,30
2018,4,6,541,0,30,62,219,311,158,271,144,41,672,624,349,138,137,474,131,61,274,43,139,140,254,50,531,1694,800,42,915,64,2310,1926,275,23,76
2018,4,7,437,0,30,58,264,393,208,471,238,98,558,588,495,202,208,492,223,102,74,101,193,207,441,81,515,1686,695,35,927,36,1848,1613,202,12,132
2018,4,8,448,0,16,71,348,456,207,582,307,99,534,460,390,240,324,598,242,98,86,214,246,205,431,76,533,1267,629,50,669,57,1744,1396,168,8,34
2018,4,9,367,0,11,21,163,265,122,275,123,58,443,349,254,122,119,398,83,62,60,112,126,131,251,83,394,1198,611,72,608,35,2207,1555,64,11,67
2018,5,1,437,0,43,90,362,407,156,477,282,69,590,456,380,168,182,507,179,138,80,51,200,203,337,83,599,1250,628,26,863,48,2232,1659,101,37,22
2018,5,10,485,1,53,49,198,221,99,293,150,177,581,456,323,184,164,487,106,113,74,33,132,139,306,70,493,1183,770,46,759,47,2384,1632,91,52,36
2018,5,11,546,0,24,61,203,246,164,331,294,160,772,663,345,203,173,474,177,80,55,17,151,132,390,72,544,1431,772,42,849,55,2632,1997,105,47,546
2018,5,12,747,0,84,117,414,421,235,595,345,189,796,792,568,379,344,722,196,127,95,310,245,259,510,96,696,1587,1020,64,1194,1195,2380,1946,180,54,49
2018,5,13,425,1,36,44,138,189,140,171,145,112,548,452,299,143,196,559,114,62,43,147,102,132,467,54,354,986,691,20,730,589,1637,1336,195,43,32
2018,5,14,301,0,57,35,146,169,67,197,136,90,567,415,242,79,89,445,131,58,44,78,91,108,217,47,422,951,571,48,595,57,2412,1544,43,45,65
2018,5,15,486,0,82,37,243,297,124,372,159,92,587,444,298,177,122,538,207,47,54,27,151,166,766,40,511,983,645,50,850,53,2514,1757,165,39,52
2018,5,16,425,0,59,64,180,235,121,273,153,446,618,399,304,151,119,519,134,95,74,180,156,145,313,57,538,1031,725,25,727,66,2568,1879,142,37,32
2018,5,17,530,0,26,57,201,309,201,388,173,502,694,563,400,191,190,504,172,98,78,108,170,198,361,79,498,1208,743,36,742,56,2390,1710,133,37,31
2018,5,18,618,0,23,40,186,278,184,271,178,323,757,708,285,203,126,404,126,93,55,75,118,144,337,45,537,1395,942,21,903,50,2682,1873,68,39,35
2018,5,19,631,0,88,103,354,424,242,467,286,619,827,702,443,298,237,901,208,149,104,238,310,515,404,78,647,1448,891,83,844,77,2440,1924,139,34,89
2018,5,2,520,0,42,41,183,264,514,220,124,161,644,529,318,143,126,406,116,63,45,8,136,146,226,56,605,1435,819,37,924,58,2509,1880,116,41,51
2018,5,20,534,0,23,79,398,468,288,610,309,833,1013,665,540,415,302,746,208,134,89,154,295,251,514,85,690,1178,820,41,741,96,1886,1645,104,31,41
2018,5,21,405,0,7,32,142,178,108,274,166,924,595,386,283,205,126,408,137,49,48,73,74,121,270,48,452,993,634,26,701,46,2056,1592,89,35,44
2018,5,22,482,1,32,77,188,237,116,346,211,302,748,517,324,237,179,485,112,92,72,81,119,187,301,54,476,1057,869,29,753,55,2425,1742,125,20,43
2018,5,23,418,0,17,46,111,147,89,128,86,728,739,446,267,182,117,379,103,41,29,22,42,75,166,24,343,1040,783,44,657,48,2446,1587,157,16,36
2018,5,24,560,1,46,67,305,324,211,546,191,794,2561,578,401,113,133,423,223,114,84,33,154,208,348,71,498,1136,753,36,798,43,2437,1892,164,35,43
2018,5,25,493,0,26,40,181,240,357,324,181,184,731,649,365,163,146,525,192,110,94,58,155,242,324,92,524,1290,916,48,925,61,2694,1968,132,33,92
2018,5,26,585,0,25,39,267,320,192,508,200,157,937,739,390,278,230,794,207,120,100,69,209,232,355,94,580,1520,966,54,1015,79,2449,2127,151,26,67
2018,5,27,564,0,65,67,547,364,237,934,363,150,654,639,496,277,303,615,468,124,103,158,319,226,578,85,881,1155,816,36,1046,60,2515,1841,117,37,77
2018,5,28,424,0,8,36,147,217,107,248,117,134,537,343,216,137,123,367,165,58,48,141,133,113,240,54,453,1091,773,35,788,35,2564,1694,153,37,57
2018,5,29,450,0,34,60,246,225,107,254,111,90,686,514,310,203,117,497,58,75,61,187,68,161,202,53,440,1207,639,18,782,35,2375,1807,122,36,39
2018,5,3,703,0,227,1154,755,895,868,1025,537,214,906,1242,1042,307,551,1179,300,177,133,311,411,325,702,129,915,1754,931,42,956,94,2148,1798,739,224,57
2018,5,30,443,0,39,35,190,231,159,251,141,106,793,470,322,215,165,459,141,65,44,12,174,131,288,57,561,1190,746,46,800,34,2756,1767,72,16,47
2018,5,31,544,0,46,47,198,407,99,363,188,182,752,534,336,234,133,496,110,75,72,22,129,184,259,59,528,1457,881,32,916,46,2626,2040,147,40,47
2018,5,4,698,0,86,83,659,826,891,992,460,135,650,840,684,258,432,941,430,219,142,86,391,322,713,165,837,1614,831,42,948,75,1954,1717,176,82,35
2018,5,5,604,0,85,75,510,670,598,931,595,199,553,789,610,344,453,951,495,185,141,237,420,316,744,170,871,1543,703,23,947,69,2003,1489,113,93,37
2018,5,6,406,2,75,59,296,568,384,451,217,150,478,474,421,153,230,590,182,130,72,483,177,238,426,67,487,1109,640,48,681,48,1856,1306,94,54,38
2018,5,7,303,0,8,12,65,159,31,124,66,127,529,276,155,91,39,291,88,27,28,39,65,52,178,35,332,889,512,40,585,30,2233,1410,67,40,46
2018,5,8,319,0,58,42,104,156,100,175,96,41,596,368,266,110,94,323,151,71,43,72,104,116,200,35,395,996,541,26,541,37,2295,1284,112,47,28
2018,5,9,399,3,20,34,193,209,69,258,110,96,686,407,287,116,143,587,138,62,59,154,120,152,242,52,423,1164,636,39,610,39,2377,1685,77,57,39
2018,6,1,484,3,47,53,183,273,100,308,130,159,816,626,347,277,128,471,169,118,49,17,156,184,291,41,487,1493,1018,26,913,50,2964,2114,144,40,40
2018,6,10,371,0,0,37,171,243,192,324,140,86,654,548,364,186,163,538,120,80,61,233,110,169,304,47,513,1187,3803,17,750,60,1984,1670,75,13,50
2018,6,11,251,0,0,48,283,198,167,336,145,45,487,362,220,95,93,344,125,49,35,30,87,97,362,44,659,1118,12319,54,694,26,2401,1603,30,24,46
2018,6,12,319,0,0,53,216,236,122,316,177,40,663,548,367,149,125,448,495,80,59,56,108,144,282,61,498,1163,729,50,850,43,2423,1972,104,20,56
2018,6,13,459,0,0,71,168,188,81,304,207,150,641,519,341,186,150,472,154,68,53,38,80,137,262,51,554,1106,792,41,813,54,2565,1782,88,19,56
2018,6,14,471,1,0,85,169,218,201,274,167,72,604,517,283,157,94,414,142,56,55,91,102,124,252,55,642,1207,676,37,764,64,2504,1804,56,40,36
2018,6,15,517,1,0,73,197,211,176,329,202,110,717,630,359,207,137,511,161,99,69,11,142,189,294,75,561,1418,868,57,789,52,2828,2177,156,35,35
2018,6,16,719,0,0,71,272,391,201,503,286,144,785,734,448,229,294,647,172,112,72,511,216,192,407,77,690,1858,1145,40,1262,80,2580,2161,110,43,53
2018,6,17,513,0,0,86,265,363,209,458,253,152,1086,808,493,184,218,582,203,89,69,259,181,185,423,68,654,1332,754,34,862,55,2278,1881,177,26,78
2018,6,18,394,0,0,35,105,213,191,158,102,71,537,453,231,107,77,384,112,51,43,29,59,83,191,47,491,977,588,40,619,30,2476,1688,58,17,43
2018,6,19,385,0,0,36,115,184,105,156,97,75,578,413,276,102,91,330,62,62,49,41,66,103,178,30,453,1046,576,21,775,34,2511,1622,166,26,43
2018,6,2,354,1,59,108,301,349,209,643,397,184,711,672,377,302,245,599,188,110,118,106,260,203,349,132,862,1573,1011,90,1088,49,2314,1943,141,20,72
2018,6,20,465,0,0,36,100,164,231,127,92,147,2076,524,284,171,103,362,177,41,36,8,70,102,225,40,576,1277,660,40,828,38,2529,1683,139,16,33
2018,6,21,451,0,0,50,208,185,75,309,186,131,679,546,343,157,155,503,182,82,57,355,119,156,328,71,711,1206,714,34,810,39,2680,2045,147,17,44
2018,6,22,616,0,0,108,661,442,234,659,169,142,688,685,801,210,140,588,211,101,79,95,217,192,306,81,657,1613,1099,36,908,77,2858,2074,101,42,63
2018,6,23,642,0,0,65,234,290,234,292,201,393,716,673,408,255,214,547,212,90,81,129,104,179,366,77,617,1704,938,31,1049,29,2263,2139,184,15,26
2018,6,24,411,0,0,49,276,298,350,443,234,113,660,606,457,201,234,568,254,139,92,326,126,213,516,74,796,1389,718,28,799,55,2098,1713,146,14,42
2018,6,25,341,0,0,22,373,261,154,499,99,35,613,469,222,85,93,353,111,65,54,108,175,105,195,43,553,987,547,33,715,59,2423,2015,78,11,29
2018,6,26,448,0,0,36,152,212,84,293,187,76,730,503,356,132,125,434,358,70,65,317,112,147,220,44,580,1151,633,23,714,45,2511,2144,91,24,58
2018,6,27,379,0,0,74,145,216,101,298,150,95,544,396,309,159,147,517,74,82,62,8,76,123,240,65,653,1123,740,39,714,50,2299,1766,86,21,44
2018,6,28,297,0,0,54,107,148,64,248,87,59,564,473,280,101,100,435,118,95,54,886,59,110,194,46,529,1029,676,18,684,35,2399,1746,65,27,33
2018,6,29,310,0,0,77,163,136,96,120,80,71,758,603,238,150,113,381,107,43,36,66,76,154,216,42,499,1196,646,39,673,44,2336,1862,112,13,27
2018,6,3,491,1,35,64,299,424,184,529,291,136,589,499,394,208,239,571,220,90,74,1117,184,331,593,78,627,1198,799,19,827,76,2256,1704,127,15,75
2018,6,30,377,0,0,43,165,170,115,251,133,148,751,620,309,104,154,417,244,66,57,56,70,173,270,49,612,1368,643,23,809,31,1819,1498,192,37,77
2018,6,4,287,0,40,78,171,218,179,260,165,125,475,388,267,216,99,392,165,61,48,230,104,111,246,42,425,1001,660,30,661,59,2445,1647,49,59,63
2018,6,5,216,0,36,51,137,178,168,211,116,95,671,483,285,137,128,550,106,79,40,107,86,113,221,38,485,993,601,27,667,72,2611,1596,37,31,37
2018,6,6,329,0,21,48,111,154,171,91,55,87,620,502,283,170,84,453,173,40,40,12,36,82,148,45,411,1084,819,49,812,124,2445,1500,63,23,59
2018,6,7,384,0,0,49,146,200,169,289,151,168,647,503,288,140,111,480,99,74,50,40,143,127,250,45,499,1041,681,19,772,34,2723,1802,92,79,37
2018,6,8,402,1,0,39,154,184,133,211,134,150,851,597,326,170,126,410,175,58,41,7,150,132,210,36,578,1463,980,53,887,53,2739,1814,117,24,58
2018,6,9,544,0,0,75,290,341,295,380,209,115,813,769,434,216,205,541,213,115,109,33,222,235,469,103,590,1618,1067,38,1093,142,2346,2051,140,19,34
2018,7,1,363,1,0,43,226,218,207,407,190,201,456,374,272,104,157,434,131,78,61,251,93,113,325,55,494,893,557,24,590,27,1534,1408,250,20,36
2018,7,10,78,0,0,207,188,78,73,215,56,60,415,342,142,71,60,651,67,13,9,31,122,38,137,17,431,620,427,14,512,57,1212,1063,408,17,17
2018,7,11,102,0,0,24,96,105,52,136,84,31,383,312,169,68,57,286,106,37,37,30,43,87,123,33,400,559,474,14,510,33,1179,969,84,19,54
2018,7,12,68,0,0,32,56,79,41,111,77,17,335,328,180,58,53,204,90,33,32,53,42,53,136,27,352,694,463,31,496,39,1167,869,140,22,21
2018,7,13,74,0,0,27,91,104,105,173,113,17,371,326,144,89,63,327,54,35,27,164,69,68,152,36,356,632,435,8,453,33,1321,1086,115,16,23
2018,7,14,161,0,0,46,193,209,224,303,184,119,1473,680,385,155,164,403,119,68,41,126,101,99,257,39,550,944,634,25,798,44,1357,1336,96,11,46
2018,7,15,105,0,0,63,185,190,82,321,143,64,549,427,254,115,150,382,138,48,40,128,90,92,248,38,500,733,468,26,593,74,1135,1034,74,147,36
2018,7,16,76,0,0,66,161,193,279,357,135,76,249,224,168,87,87,245,98,32,28,186,99,79,157,30,470,476,414,8,480,41,951,988,100,14,28
2018,7,17,125,0,0,62,234,173,37,139,61,89,281,190,98,66,38,242,36,24,19,29,33,72,105,22,357,514,387,27,870,20,1129,1181,45,12,27
2018,7,18,161,0,0,34,82,72,29,98,54,55,339,220,116,86,49,243,72,34,11,6,42,40,97,15,379,553,376,51,421,28,1132,986,86,8,22
2018,7,19,182,0,0,29,109,108,82,269,103,15,263,268,134,91,40,212,78,21,22,82,34,76,130,24,408,612,331,19,413,36,1132,1019,45,11,20
2018,7,2,383,1,0,17,99,145,44,196,79,122,448,279,189,87,138,380,0,39,38,29,63,90,168,45,376,930,524,13,515,23,1843,1552,68,36,21
2018,7,20,272,0,0,15,101,136,36,146,94,48,358,295,200,90,86,219,133,23,19,76,89,105,144,30,346,705,450,14,516,24,1389,1362,44,26,46
2018,7,21,360,0,0,65,161,177,77,312,147,64,1477,1259,548,125,145,269,115,25,24,116,94,82,240,29,416,864,564,25,691,33,1486,1410,109,14,101
2018,7,22,285,0,0,554,342,226,449,341,169,19,306,305,287,135,155,391,106,46,54,224,60,79,181,36,420,646,550,27,568,32,1175,1105,85,25,27
2018,7,23,255,0,0,44,101,123,173,175,100,17,256,138,79,77,34,276,91,22,13,71,72,46,156,62,403,525,330,42,405,22,910,856,80,8,90
2018,7,24,318,0,0,36,130,103,25,230,111,42,386,243,165,53,49,307,51,18,17,71,56,47,126,20,340,608,587,15,460,26,1073,942,89,18,21
2018,7,25,271,0,0,31,94,60,64,97,78,6,412,222,124,47,61,278,78,40,13,11,66,57,100,18,342,643,483,15,367,18,1002,1116,56,10,21
2018,7,26,242,0,0,19,87,97,150,147,107,6,268,197,113,52,35,230,70,30,26,90,178,59,204,27,367,568,450,18,419,28,1364,974,89,14,22
2018,7,27,292,0,0,38,275,176,39,193,122,61,304,363,211,80,100,347,139,79,36,171,88,72,226,40,415,708,443,18,410,16,1129,1141,56,42,21
2018,7,28,372,0,0,29,252,261,128,503,187,133,752,557,413,105,164,310,171,48,32,31,116,111,267,41,489,838,522,15,515,46,1126,1264,83,8,22
2018,7,29,174,0,0,19,92,163,78,160,119,54,180,292,122,61,64,132,57,18,20,11,76,54,132,26,278,437,297,5,257,26,704,591,42,3,20
2018,7,3,290,0,0,26,167,106,90,171,104,92,466,427,234,82,131,300,0,52,54,407,34,97,190,27,625,943,510,181,560,44,1812,1277,143,47,8
2018,7,30,249,0,0,32,249,196,171,170,96,32,214,195,362,224,60,499,88,23,28,15,51,57,121,38,338,448,431,11,315,24,988,1154,80,25,17
2018,7,31,300,0,0,130,249,163,143,344,1528,40,321,260,131,136,94,366,57,34,33,18,71,103,139,48,576,607,440,13,532,10,968,1079,86,15,24
2018,7,4,275,0,0,47,137,159,98,233,124,151,417,358,210,120,153,424,0,79,41,49,72,102,147,40,490,832,432,32,546,29,1752,1382,119,15,56
2018,7,5,319,0,0,38,72,97,89,266,267,64,320,311,164,58,52,222,0,41,21,90,87,74,205,27,477,665,477,26,573,25,1627,1392,190,17,39
2018,7,6,103,0,0,15,27,57,84,77,36,28,382,296,132,76,55,178,0,27,12,211,22,38,66,10,313,655,466,16,399,29,1487,1058,98,19,25
2018,7,7,93,0,0,15,94,107,91,136,89,67,460,181,110,44,32,138,0,24,23,60,49,69,90,15,269,647,322,12,333,9,459,496,10,3,15
2018,7,8,76,0,0,30,159,157,108,142,52,31,229,287,167,92,54,171,0,32,20,127,35,82,159,24,377,776,355,9,494,21,1137,916,42,2,12
2018,7,9,61,0,0,12,67,100,54,108,48,25,288,197,112,107,31,223,0,23,17,58,29,55,103,32,307,541,350,12,332,26,1074,859,74,23,25
2018,8,1,282,0,0,256,442,115,143,463,104,46,495,310,206,55,150,465,193,23,22,32,51,66,301,23,889,492,589,18,518,29,982,1081,123,6,31
2018,8,10,282,1,0,53,176,183,85,0,164,21,353,421,176,93,126,271,196,50,24,1295,102,78,256,54,496,1030,472,53,434,51,1235,1245,176,23,33
2018,8,11,395,0,0,60,237,433,214,0,325,37,598,970,398,130,145,430,420,71,48,2264,165,109,369,45,554,960,556,22,671,64,1132,1403,254,42,67
2018,8,12,297,0,0,27,314,304,278,0,446,39,262,382,239,73,180,408,210,55,45,728,189,90,340,57,698,738,467,20,499,34,1059,972,88,117,51
2018,8,13,506,0,0,28,297,289,168,0,389,92,392,328,185,102,145,603,173,61,37,137,190,237,418,50,667,729,393,11,573,31,1108,1169,71,23,48
2018,8,14,370,0,0,41,309,269,123,0,478,81,569,405,206,162,307,688,176,67,45,34,168,152,521,95,713,686,453,11,468,27,1138,1052,135,11,9
2018,8,15,345,0,0,7,211,232,82,0,239,62,252,379,202,89,123,437,121,60,35,9,130,122,288,50,542,718,582,7,567,34,1054,1120,121,9,18
2018,8,16,382,0,0,26,408,361,72,0,358,67,346,472,145,68,111,407,161,75,52,64,161,165,368,98,674,559,457,45,527,42,1067,1219,190,14,40
2018,8,17,313,0,0,30,246,287,88,0,337,36,443,374,276,112,119,971,92,72,65,49,233,155,348,58,657,610,409,40,496,27,1069,1161,185,181,41
2018,8,18,433,0,0,21,206,240,99,0,276,210,497,318,314,75,108,393,125,64,64,164,155,124,271,89,668,683,605,33,967,72,1378,1236,187,263,46
2018,8,19,306,0,0,31,755,289,122,0,475,98,557,500,249,88,168,443,101,91,50,129,163,107,291,44,578,569,542,7,569,50,1109,1144,152,333,18
2018,8,2,341,0,0,17,304,305,44,0,126,72,257,277,486,72,157,372,29,339,18,69,50,73,134,45,365,525,454,8,424,21,1031,961,136,31,27
2018,8,20,255,0,0,23,170,201,74,0,226,16,352,219,136,134,65,439,145,40,32,152,75,93,253,56,416,502,423,20,497,30,773,812,110,38,37
2018,8,21,217,0,0,45,131,147,60,0,147,3,335,228,163,45,80,208,122,43,33,1976,106,113,194,76,405,479,432,6,430,28,909,1121,73,53,7
2018,8,22,241,0,0,65,155,166,94,0,214,27,321,230,136,83,86,270,90,75,32,11,100,115,193,38,433,453,354,17,446,25,950,1027,136,13,17
2018,8,23,292,0,0,34,107,119,130,0,172,60,284,243,137,60,83,172,78,9,13,54,82,31,160,18,443,409,337,19,505,31,886,771,153,101,351
2018,8,24,299,0,0,60,144,139,69,0,135,68,351,332,118,47,47,222,132,37,24,314,129,53,204,17,440,588,403,9,504,58,961,1043,131,165,16
2018,8,25,409,0,0,84,203,228,190,0,271,43,464,383,268,110,95,268,153,58,35,1810,117,104,236,46,570,780,494,13,533,70,1092,1078,125,28,31
2018,8,26,356,0,0,142,484,316,143,0,264,73,236,609,226,63,146,425,150,41,50,2158,110,108,288,87,528,558,492,16,764,61,872,827,126,113,31
2018,8,27,239,0,0,24,261,250,127,0,178,40,221,204,101,58,72,434,98,25,29,754,119,56,290,31,422,426,364,13,375,40,856,1056,51,77,15
2018,8,28,245,0,0,34,186,149,37,0,180,7,440,218,149,29,47,204,108,16,10,129,54,35,139,14,435,502,301,4,446,25,963,1007,126,40,7
2018,8,29,277,0,0,44,173,174,86,0,248,28,286,200,2321,108,168,289,96,84,26,28,109,284,125,140,529,475,360,16,430,16,937,793,136,9,25
2018,8,3,258,0,0,38,215,241,98,0,292,20,335,314,179,120,183,414,95,49,25,27,44,78,125,39,442,631,571,22,539,18,1179,1055,193,26,28
2018,8,30,244,0,0,51,108,136,92,0,132,112,272,257,150,61,47,258,83,20,17,71,50,78,158,16,354,515,332,35,453,60,1054,1150,81,28,34
2018,8,31,268,0,0,48,113,114,49,0,185,81,270,277,120,60,55,352,89,74,23,62,148,55,124,29,661,550,364,15,415,35,985,1012,69,65,12
2018,8,4,358,0,0,95,296,198,199,0,239,62,610,558,550,92,146,327,216,58,54,51,97,86,176,53,420,789,534,18,496,49,950,1349,226,11,34
2018,8,5,251,0,0,34,313,216,223,0,196,31,200,244,292,48,142,391,72,42,26,112,123,130,239,30,363,618,449,10,382,17,964,1123,231,6,11
2018,8,6,221,0,0,46,101,124,59,0,172,55,206,163,118,35,45,241,112,19,19,467,75,52,170,25,357,605,342,25,408,14,1001,889,144,39,34
2018,8,7,246,1,0,37,150,178,59,0,148,65,346,284,187,67,98,310,66,45,17,429,64,82,201,20,402,683,342,21,387,25,1366,1145,223,41,21
2018,8,8,392,0,0,80,260,177,130,0,250,37,454,781,205,102,122,535,88,38,26,21,95,109,295,25,418,650,600,53,422,11,1086,948,160,4,30
2018,8,9,241,0,0,39,166,209,81,0,223,25,290,311,204,65,119,351,135,45,31,297,73,114,153,92,436,620,390,17,487,42,1165,1163,135,30,102
2018,9,1,250,0,0,67,235,161,126,0,226,106,620,411,215,109,90,256,276,35,35,98,95,69,234,52,416,774,416,8,402,24,948,923,39,18,23
2018,9,10,163,0,0,37,110,142,181,0,112,31,244,193,121,87,43,218,112,26,26,51,82,62,171,39,411,429,505,52,344,18,908,845,25,25,31
2018,9,11,219,0,0,33,178,172,42,0,195,22,341,322,186,105,86,278,20,45,36,66,125,89,191,35,377,568,518,10,416,52,1012,996,53,96,17
2018,9,12,265,0,0,26,113,121,21,0,129,13,328,268,174,92,58,239,112,25,17,6,60,61,160,23,395,469,328,8,396,19,1064,1103,146,13,10
2018,9,13,185,0,0,28,283,128,107,0,198,84,262,236,215,245,66,845,78,35,20,185,109,60,311,28,323,536,648,18,330,84,1134,796,26,21,55
2018,9,14,192,0,0,38,919,232,212,0,844,44,301,341,190,62,118,427,99,46,52,212,185,126,434,56,621,487,592,5,1189,54,1129,928,84,100,18
2018,9,15,414,0,0,51,308,249,128,0,252,35,323,400,210,96,92,305,230,75,51,144,113,121,272,52,443,916,605,20,805,75,1177,1242,89,41,69
2018,9,16,314,0,0,333,565,322,336,0,613,132,693,593,423,153,163,1087,250,169,63,91,175,276,499,100,738,665,463,64,683,119,1103,1048,75,278,39
2018,9,17,264,0,0,206,393,307,203,0,710,33,167,361,207,99,88,764,129,60,38,1056,171,149,702,52,1534,513,488,12,523,41,997,1082,59,62,20
2018,9,18,147,0,0,595,549,919,727,0,482,27,279,215,146,69,65,634,174,71,27,137,84,71,460,39,523,578,417,31,530,37,985,1025,31,15,14
2018,9,19,248,0,0,75,393,174,53,0,268,45,362,250,426,170,232,783,105,54,35,4,265,95,392,33,470,516,436,9,415,43,1136,1010,111,16,7
2018,9,2,199,0,0,83,377,209,113,0,354,80,272,342,457,88,160,372,155,71,47,2137,144,109,275,41,494,556,356,16,336,55,916,1049,56,108,34
2018,9,20,250,0,0,55,213,202,225,0,167,46,291,345,129,96,55,206,125,35,25,69,73,62,147,22,301,474,409,9,427,15,1021,828,174,22,41
2018,9,21,132,0,0,19,133,88,121,0,838,97,328,286,172,94,147,218,148,40,20,119,90,89,133,38,644,598,335,9,359,36,1104,1097,99,24,18
2018,9,22,281,0,0,80,213,257,130,0,246,58,423,379,205,105,101,312,146,80,54,182,169,115,278,61,522,639,565,21,648,69,1299,1022,129,198,24
2018,9,23,278,0,0,82,663,1051,225,0,744,74,305,349,314,155,230,1016,238,217,63,42,294,334,595,109,850,695,558,18,719,51,1469,1111,104,58,31
2018,9,24,183,0,0,90,389,301,232,0,368,65,232,249,390,128,257,520,230,79,55,347,187,131,482,101,539,543,407,39,476,89,922,1051,83,218,47
2018,9,25,109,0,0,438,536,289,254,0,150,15,251,224,112,44,41,251,59,93,39,19,281,461,576,75,441,576,397,11,774,44,1088,894,110,22,6
2018,9,26,92,0,0,74,651,387,230,0,233,204,317,363,250,171,82,477,58,125,46,2,112,192,291,53,394,609,623,33,624,34,1283,1060,105,9,14
2018,9,27,99,0,0,35,198,203,76,0,240,55,319,304,201,69,80,339,122,41,33,24,132,72,195,58,436,545,496,15,502,24,1068,1071,109,79,42
2018,9,28,196,0,0,45,159,150,139,0,230,108,399,417,215,59,96,397,145,68,42,204,151,111,216,53,437,525,528,7,469,28,1220,1010,52,17,137
2018,9,29,296,0,0,17,111,219,184,0,247,30,509,336,412,57,75,484,90,51,62,322,55,75,164,68,532,635,561,14,725,27,1362,1139,74,105,38
2018,9,3,181,0,0,26,139,150,65,0,242,57,206,190,104,82,48,251,138,48,20,57,138,103,200,37,430,448,342,15,299,17,920,1077,41,9,32
2018,9,30,86,0,0,3,40,29,93,0,44,33,116,115,74,20,48,68,27,7,9,79,19,21,36,7,154,286,371,11,291,16,459,432,62,23,18
2018,9,4,185,0,0,7,65,72,77,0,101,5,172,162,134,40,26,152,31,16,17,175,57,35,126,18,265,293,353,23,637,109,554,548,50,247,16
2018,9,5,234,0,0,129,323,259,65,0,257,71,277,264,153,94,59,305,95,52,19,31,112,78,177,35,421,481,567,17,421,23,945,856,58,21,18
2018,9,6,196,2,0,74,144,121,80,0,145,114,330,203,173,81,58,326,137,63,22,16,90,72,184,64,408,464,403,46,296,23,846,854,67,42,21
2018,9,7,257,0,0,71,294,183,198,0,300,77,450,320,203,87,120,492,331,27,20,77,59,134,460,19,462,474,402,11,405,24,1186,1101,93,22,33
2018,9,8,159,0,0,232,654,280,47,0,194,37,757,688,474,66,80,236,105,65,27,250,58,100,182,33,402,617,448,59,460,84,1052,924,98,48,73
2018,9,9,138,0,0,12,111,131,210,0,115,21,290,443,144,66,78,160,153,32,24,599,74,64,136,49,343,439,492,8,411,61,747,920,73,97,27
2019,1,1,174,0,0,21,376,380,66,554,290,2,210,259,469,113,235,772,247,75,70,6,275,290,522,60,486,595,349,15,335,17,734,677,8,5,41
2019,1,10,153,0,0,75,77,106,24,109,73,45,217,256,194,51,104,211,63,25,17,15,26,58,126,21,284,694,302,17,321,22,878,758,117,7,20
2019,1,11,186,0,0,31,109,96,23,134,62,24,343,335,136,51,119,222,87,40,26,25,48,55,110,21,339,823,444,11,419,21,1090,1213,104,21,13
2019,1,12,221,0,0,27,153,272,203,287,115,46,296,346,194,67,165,253,110,64,43,72,70,120,239,48,461,895,507,12,454,56,1039,1006,96,116,30
2019,1,13,332,0,0,84,356,373,148,475,223,41,299,458,317,106,299,518,177,73,61,129,151,173,405,105,489,1046,605,20,571,73,1126,1022,98,41,24
2019,1,14,196,0,0,64,277,292,105,390,178,65,245,355,337,116,216,489,174,46,34,312,105,99,306,38,499,630,358,7,339,21,980,882,51,65,17
2019,1,15,192,0,0,68,107,115,20,176,113,50,218,191,101,39,46,226,94,22,21,0,36,76,107,25,330,689,337,20,336,17,998,973,37,11,27
2019,1,16,194,0,0,22,83,116,36,121,87,27,254,163,172,51,141,252,14,32,27,0,75,66,104,18,299,718,442,11,371,17,907,811,69,11,15
2019,1,17,240,0,0,23,94,108,30,255,92,26,310,158,179,44,82,244,113,22,18,0,86,65,142,24,457,756,419,7,376,28,937,803,37,4,33
2019,1,18,204,0,0,33,93,107,50,210,94,37,287,239,151,183,79,200,82,24,16,0,73,52,181,31,350,806,612,7,410,28,929,993,84,42,17
2019,1,19,240,0,0,7,183,229,91,368,174,14,382,336,214,76,138,377,161,54,49,0,147,137,310,56,499,1066,500,68,491,28,1111,1050,155,13,38
2019,1,2,248,0,0,51,410,416,86,596,498,17,281,381,420,89,141,824,306,71,104,0,196,186,718,78,750,690,493,9,1031,37,992,998,61,5,21
2019,1,20,220,0,0,66,226,252,100,306,206,52,459,293,256,64,163,327,119,50,43,0,110,99,276,34,348,914,343,6,429,58,938,842,140,134,22
